      46.71936829,    0025.7639159,     0030.9323,  00000097.417,      0076.025
  98.610528,  0000055.2771,      000057.86,10.5337486,   0023.662
    0000053.032,   0021.02532,    13.8476588,     00085.1998,0.0719797434
      0000080.138,    0031.691,      007.7000406,  010.05226739,    8.877715
    071.63935775,   00044.55329,      00023.8193, 0037.369613,  0012.46354
 000051.6531, 0069.988,  00034.699195, 29.87830004,  0005.364181
 82.06412,   0046.096025,    88.1632176,     0071.9594624,00080.308776
    077.9117447,    87.3198737,   000090.37269, 000052.34061,      27.2940059
   000056.3814,  99.3124422, 0087.004951,   12.611001,     71.55923001
 63.20660774,    0023.79413,    51.63742653,   0013.335, 0097.6977336
  45.264363,   80.42558,     071.7491282,     00000080.553,      023.10622
00085.8441,     032.99272,    72.32027283, 8.751627816,0000098.7725
    0020.1764,     0093.0387564,     0098.17777,   46.60754457,     00050.19144
      050.951685, 00000072.377, 94.612172,      82.38253016,   74.8192336
 39.21206, 58.16253253,    0027.6588,    00043.2786,28.66389
095.45396, 81.42501139,  0005.017493,     00000086.51,    0000020.4358
      0074.527,     58.96593903,   071.840773,      4.80162556, 00080.885
     00066.388573,     00073.81635,      0000012.192, 00090.555,      3.102995075
  41.3045196,  79.81342246,  12.57653716,  0074.775,      61.92475093
 00075.39128, 0047.4336,     0000041.0439,    079.7137618,017.741183
    36.82027512, 00066.797037,  000038.73179, 51.943142,   0089.835922
     60.028303, 5.3536361,     00084.19739,    0036.655569,   0000026.692
     00089.384,     045.61544509,      0000066.2716,      0017.306,   000089.3553
  099.1837,      000045.758,     00000005.775,  088.298799,  88.3227619
   000013.36793,03.09177431,      0030.617,  73.1598456,    0087.6198898
    00057.74458,006.4153,   0076.8764016,40.42069199, 000057.1592
    0013.99962,   017.9640169,      04.78555566,05.618063,    30.0721559
     00000051.292,    000036.1657,      0055.61789,    0018.63618,  0091.5977856
 063.21823231,      000011.765,    0020.2040526,     0064.619,   8.3716501
   95.67029,   000081.66801,     0018.1646129, 047.0968,   000010.6487
     004.3997015,   58.1724494,  4.85830515,      00059.774,0065.2229
    061.09387813,  0026.75989,      0089.34774,     53.22405567,      00018.717
 12.41649541,    63.5930987,    052.80525,      000008.7158,0057.3123
   018.4950336, 72.6455309,   55.347276, 0061.050731, 90.6987732
   000003.94781, 000017.92,    19.7904658,  000072.3575,    000017.2731
  93.852707,      95.23865751,  52.88541592, 000086.421,     00010.507
 022.84018836,      0066.4597,     0011.6473,    085.42826, 034.09347818
00078.453,   00068.389,94.8906508,    093.87244, 000005.2522
  96.56372673,  00096.74, 87.5762398,   0000043.8573,      086.330943
   53.87954854,      007.8627,  61.21947,  0000020.48,     0000063.0658
   000081.70359, 90.3630617,  00026.01564,      75.1897922, 31.9423094
    0085.0847014,      75.1652961,   050.8329,   034.0741, 0018.051
    000074.463, 00047.164,0063.95473,     0074.6625,   007.2546263
      006.44767,090.1375673,      98.836049,13.654478,      00098.229
   0000081.4456,   000018.6715,020.166931, 00049.2239,  79.640574
  001.111348,      0096.6536175,      07.5688623,      0018.7909,  000099.794
  00092.815,00058.1236,    90.815932, 00047.378985,      46.18183
    0061.90904,      60.816514,      43.6876995,     78.405962,   017.6683671
    086.9582,   73.92702988,    93.30619, 026.05013055, 00000062.337
27.408122,  99.66933639, 0041.04304,  000032.01001, 000047.58274
      0043.1209,    092.148004,     00053.3814,     73.20808,    32.67206
   040.189337,89.76313,     0090.46064,     00092.49824,  0008.8041
 23.1510808,    0018.784, 00013.13932,    0054.9937,      27.27773406
  00000061.316,    038.301844, 029.811403,  0027.9392,0.5510454253
  0079.2364,    064.0213,      00097.850932,  0055.601041,    76.41448367
      00000097.685,      038.333406,      34.72676949,     81.303294,     0087.6218
    0079.22028,013.147693,089.06112383,0038.4356434,     000048.74816
0041.06044,  0068.65133,      58.308882,  0000061.6811,   00079.206
 00000081.483,      74.890698,  0098.004,86.49341272, 0000025.634
  094.41115701,   00023.11092,   0037.7708,    26.06555,   00092.24261
38.5136062,     055.77981823,   00065.304,      6.63300427,      92.57919
   038.3457519,     00054.1567,   000011.789,  47.44604538,    50.86588363
00080.38,    74.58566,     000042.722,     060.626933,    043.40635412
 89.399109,55.236479,  000057.8916,00000018.145,     000070.47345
   53.93695444,    83.50928197,    00070.736714,  0095.461,  15.01868738
   0019.755382, 80.38352275, 69.02447738, 0066.63933, 1.064047659
000027.37,0088.202,67.77715,   76.837362,  000054.53223
      00000052.912,   97.69262339,     00095.4814, 00000095.637, 011.217288
      00000029.68,   79.5008826,00000083.416,   45.39603,     00077.1217
  00088.1556, 040.15107317,   76.12184499,    0034.1786945,   37.024079
     41.927131,     0000040.6453,   0069.36925,    44.8808562,     099.173137
    74.57912156,      0000085.5366,  32.756007, 02.599450059,     00076.87214
      0073.6921,  0029.48491,    000030.91816,      47.56875,     00026.072
79.17240637, 027.6062223,    54.06739025, 0047.789835,84.97162996
    00000085.525,   0000054.213,    046.857875,     00009.19272,  0000060.472
000036.9342, 047.0709,   00000012.071,    0096.6863574,050.58190636
     74.139038, 48.324236,     0050.162, 0024.39587, 00000014.588
     0000063.8466,   0000038.2775,      0054.2885006,  0027.841913,   061.8553
 94.27045384,  38.337844,  000057.21351, 000047.365,      044.516564
  096.0357,  6.807042979, 085.41338745,   0077.28677,      0061.6629118
     27.178085,    0000093.0908,      016.54709,  000080.45,  000031.1235
 46.8666546,    083.6701783,      0000000036.4,063.81618,    00000063.594
     00099.73824,   00000081.868,     00005.4132, 93.93277856,    55.43473655
0039.399,  09.95922122,  0064.9883,0000067.224,     79.30163349
  0010.2246,  000081.675,07.035199,   00091.201061,   022.636606
   038.24993648, 3.60776335,  049.49117771,      84.181171,     15.82209522
    000084.00181,    022.05933,    057.1030111,   094.83414042, 000094.847
 006.45986813,      000067.503,     0024.6494,   00094.73621,     57.8280734
  82.300211,   00054.41988,     082.69400397,      00027.4808,   000082.1051
   00023.19857,   017.369939,    0048.1983,  20.3339014, 93.25323998
   0031.96511,  0.296177341,  0031.105,      93.3325873,  0000097.6975
21.47103179,     0051.18869, 000097.32577, 48.539405,    000012.306
    081.9892,     00052.971662,  000066.975,      00060.378597,   0033.9486
     000043.82201,   00049.2939,  39.755583,    000086.2572, 36.56220586
24.8681084,     44.77952292,  0088.531877,   00064.95489,   0000055.203
   87.4164051,  00005.895315,    20.85674015,    018.5597494,    0000053.88
    0049.673,     0000018.0191,  33.000624,000055.4082,      13.34428567
